language,longitude,latitude
Sardinian Campidanese,9.04,39.06
Varisi,156.8,-6.92
Sudanese Arabic,32.53,15.63
Ghye,13.5,10.5
Nung China,98.33,28.0
Old Tamil,78.0,11.0
Hadimu,39.0,-6.5
Nding,30.68,10.23
Quechua Ayacucho,-74.2,-13.11
Maranao,124.3,7.83
Kintaq,101.42,5.92
Shall,9.67,9.87
Iskubun,121.0,23.5
Kambot Kambaramba,144.13,-4.25
Naykhin Nanai,136.47,49.28
Klon,124.42,-8.42
Proto Quechua,-77.0,-10.5
Vano,167.0,-10.75
Giryama,39.53,-3.18
Awji,140.58,-2.92
Kei,132.92,-5.83
Binandere,148.0,-8.25
Deang 2,96.67,22.67
Axamb,167.72,-16.52
Jru,106.33,15.0
Spanish,-4.0,40.0
Bukat,113.33,1.17
North Efate Nguna,168.36,-17.44
Xaracuu,165.83,-21.67
Badimaya,118.0,-27.67
Yurok,-124.0,41.33
Burak,11.08,9.5
Karadjeri,122.0,-19.0
Sedoa,120.42,-1.33
Naga Yimchungru,94.82,26.23
Ojibwa Eastern,-80.0,46.0
Kur Urmi,134.14,48.5
Tikuu Pate,39.0,-6.5
Moraid 2,131.83,-0.92
Mulao,108.0,25.0
Sanzhi Dargi,47.57,41.98
Mbelime,0.92,10.5
Paama Lironesa,168.24,-16.48
Naga Sangtam,95.22,25.27
Godie,-5.83,5.42
Tongan 2,-175.17,-21.17
Sadri,83.56,19.42
Tause Weirate,137.0,-2.83
Kinyamwezi,33.0,-5.0
Arabic Gulf Spoken,49.0,26.0
Ruumbu Kimwaansa,15.33,-3.67
Fuyug Gagagra,147.33,-8.58
Tirah Afridi Pashto,71.61,34.73
Kamula,142.67,-7.5
Southern Akhvakh,46.33,42.51
Ambon Maleis,128.17,-3.83
Tape,167.42,-16.12
Baatonum,2.05,10.0
Yanomami,-63.0,2.33
Mintil,102.5,3.75
Kaytetye,134.1,-19.38
Proto Jivaroan,-78.0,-5.0
Huitoto Murui 2,-73.5,-1.0
Nzema,-2.5,5.17
Nahuatl Cuentepec Temixco,-99.32,18.85
Gbarain,5.67,4.92
Langar Khorasani,60.43,35.38
Kurukh,85.5,22.83
Chwaka,39.32,-4.6
Miza,29.75,4.75
Outer Inlet Tanaina,-154.0,59.96
Apiaka,-57.0,-10.77
B87 Mbuun Mwilanbong,19.33,-5.17
Tause,137.0,-2.83
Mekwei Maribu,140.33,-2.5
Enga,143.67,-5.5
Matepi,145.63,-5.13
Zhuang Southern,106.87,22.37
Quiche,-91.42,15.0
Molof,140.5,-3.42
Gitua,147.5,-6.08
Lanping Bai,99.42,26.45
Oriya,85.0,21.0
Butuanon,125.33,9.0
Banoni,155.25,-6.42
Bedamini,142.5,-6.17
Epie,6.33,5.0
Gebusi,142.17,-6.17
Akaselem,1.33,8.83
Nco,8.25,8.75
Southern Azad Kashmir Gujari,73.89,33.51
Zapotec Zoogocho,-96.25,17.25
Sremski Gurbet Romani,20.22,45.32
Beni Snous Western Algerian Berber,-1.64,34.62
Kaiy,138.17,-3.0
Ramo,141.58,-2.83
Manem,140.83,-3.0
Rama,-83.75,11.75
Pitulua Bajau,123.0,-4.33
Mawng,133.5,-11.92
Kohistani Indus,72.35,35.62
Wamdiu,13.17,10.7
Amgotro,141.0,-3.58
Chuwabu,37.0,-17.33
Zulu Nkandla,30.0,-30.0
Phetchabun Hmong,101.09,16.26
Lio,121.83,-8.58
Mongowar,141.0,-3.58
Sunglik Lihir,152.7,-3.08
Aklanon,122.33,11.58
Kam,108.5,26.0
Montagnais,-65.0,52.0
Yameo,-73.67,-4.17
Luyana 1,23.58,-15.5
Luyana 2,23.58,-15.5
Holma,13.17,10.0
Palor 2,-16.75,14.83
Perjaya Ulu Komering,105.0,-4.0
Dawera Daweloor,130.0,-7.75
Ali,18.0,4.67
Paulohi,128.8,-3.25
Sori Harengan,146.75,-2.0
Nkoya 2,25.0,-15.0
Cashibo,-75.5,-8.5
Ainu Saru,142.01,42.5
Qiang Mianchi,102.67,32.0
Elwana,39.95,-0.85
Swazi,31.0,-26.5
Barein,18.0,11.0
Mam Cajola,-91.83,15.42
Albanian Tosk,20.0,41.0
Fayu,136.83,-3.0
Loloda,127.75,1.92
Tewa Madar,124.17,-8.33
Nakwi,141.75,-4.25
Ahom,94.63,26.98
Swahili Vumba,39.27,-4.53
Loda,127.75,1.92
Bushi,45.1,-12.8
Judeo Tat,48.28,42.07
Nakanai 2,150.58,-5.58
Aka Kol,92.9,12.25
Fang Meke,11.42,-1.0
Kusal,-0.19,11.05
Sihan,145.69,-5.27
Lampanglamet,101.0,20.42
Zulu 2,30.0,-30.0
Yariba,144.17,-5.33
Quechua Huanca Huaylla,-75.33,-12.33
Lewa Kambera,120.08,-9.75
Sakata Kesha,18.0,-3.0
Madurese,113.5,-7.0
Duriankere,130.92,-1.83
Citak,139.21,-5.78
Dera,12.0,10.0
Segemuk,5.6,11.0
Western Kekchi San Juan Chamelco,-90.33,15.43
Wom,142.83,-3.5
Hainan Kim Mun,110.0,19.0
Crimean Turkish,34.08,45.0
Aghem Wum,10.0,6.67
Mambae,125.5,-8.83
Mambai,13.92,9.5
South West Bay Benour,167.45,-16.53
Naron,20.5,-22.33
Narom,114.0,4.42
Kwesten,138.83,-2.0
Chalt Shina,74.0,36.0
Lamma Mauta Tubal,124.0,-8.42
Tapirape,-50.67,-10.58
Aragonese,-0.17,42.17
Xerente,-48.17,-10.0
Popoloca De San Vicente Coyotepec,-97.83,18.25
Shupamem,10.92,5.5
J53 Shi 2,28.5,-2.5
Mohmand Pashto,71.39,34.48
Helsinki Stadin Slangi,24.95,60.17
Logorik,29.67,11.17
Mopan,-88.67,16.58
Shona Manyika,32.5,-18.5
Ibongo,12.0,-3.17
Buna,144.17,-3.92
Kawa,124.42,-8.33
Tumbwe,29.92,-5.17
Gourmanchema,1.0,12.25
Baoding Hlai,110.34,18.82
Bunu,107.7,20.4
Arikapu,-62.8,-12.42
Cowlitz,-122.25,46.3
Boleke Bomitaba,17.5,1.67
Datooga Dialect 2,35.33,-4.33
Datooga Dialect 3,35.33,-4.33
Datooga Dialect 6,35.33,-4.33
Datooga Dialect 4,35.33,-4.33
Datooga Dialect 5,35.33,-4.33
Mandeali,77.17,30.0
Sauri,55.0,17.5
Totonac Olintla,-97.68,20.01
Padoe,121.33,-2.33
Bujeba,10.17,3.0
Eso Yalemba,23.75,1.25
Angal,143.67,-6.0
Tacana,-68.0,-13.5
Angaataha,146.25,-7.22
Ainu Samani,142.93,42.13
Iraralay Ivatan,121.63,20.33
Angas,9.5,9.5
Quchan Khorasani,58.5,37.1
Ayoreo,-59.25,-20.25
Kimaghama,138.5,-8.0
Geme,20.67,8.5
Lonwolwol,168.0,-16.22
Izi,8.0,6.33
Embera Chami,-76.0,5.0
Mapun,118.5,7.0
Masarwa Kakia,21.5,-24.0
Wutun,102.22,35.65
Sakata,18.0,-3.0
Limburgish,5.5,51.0
Kwerba Mamberamo,138.33,-2.5
Tutong 2,114.6,4.8
Moere,145.49,-4.61
Mogogodo,37.0,0.5
Sunwar,86.3,27.55
Kandawo,144.75,-5.66
Sinauna,121.42,14.58
Lewo Mapremo,168.17,-16.62
Lokele Yawembe,23.83,0.17
Sarikoli,75.14,37.91
Kurrama,117.75,-22.0
Alabama,-87.41,32.33
Tege Ewo,15.8,-2.1
Balaesang,119.67,-0.08
Kuninaka Miyako,125.17,24.83
Kombai,140.0,-5.58
Sar Chad,17.5,9.0
Crow,-108.0,47.0
Mocha,35.5,7.58
South West Bay Lembinwen,167.45,-16.48
Kissi,-10.18,9.06
Kurdish Central,44.0,36.0
Ngbaka,20.0,3.5
Gumuz,35.83,12.5
Ignaciano,-65.42,-15.17
Janji,8.5,10.17
Mam San Pedro Necta,-91.83,15.42
Ngombale,10.17,5.75
Welsh Romani,-4.0,52.0
Gununa Kune,-67.0,-41.0
Wapixana,-60.0,2.67
Carijona 2,-73.0,1.0
Nahuatl Chichiquila,-97.02,19.17
Kadatua,122.27,-5.33
Central Tagbanwa,119.42,10.75
Sartang,92.5,27.5
Albanian,20.0,41.0
Oneida,-75.67,43.0
Ngomba,10.25,5.67
Takev Klingon,-118.33,34.1
Ngombe,23.0,3.0
Lealao Chinantec,-95.92,17.33
Nonuya,-72.5,-1.25
Wampanoag Natick,-71.0,42.5
Bajoe Bajau,123.0,-4.33
Kamoro 2,136.0,-4.33
Mungkip,146.75,-6.46
Kako Batouri,14.25,4.33
Sechura,-80.85,-5.55
Amharic,38.0,10.0
Butleh,130.97,-0.9
Ocotlan Zapotec,-97.32,17.7
Wosi,127.5,0.0
Kewa,143.83,-6.5
Greek Ancient,22.0,39.0
Sydney,151.2,-33.85
Northern Ndebele,29.0,-20.0
Yabiyufa,145.33,-6.25
Carapana,-70.75,0.83
Lango,33.0,2.17
Langa,33.92,8.33
Ruc,105.85,17.9
Oksapmin,142.17,-5.17
Gude,13.42,10.42
Glavda,13.9,11.24
Nivacle,-60.5,-23.5
Japanese Kyoto,135.8,35.0
Quechua Yauyos Huangascar,-75.83,-12.9
Gudu,12.53,9.91
Amarakaeri,-70.5,-12.5
Serrano,-116.77,33.95
Rongpo,79.58,30.25
Pare Tanzania,36.5,-4.0
Dyaabugay,145.58,-16.75
Mataco,-62.58,-22.5
Palembang Malay,102.0,3.0
Uaripi Uaripi,145.75,-7.92
Syriac,39.0,37.25
Nhanda,114.1,-27.0
Saaroa,120.8,23.17
Nukuria,154.83,-3.5
Soninke,-10.5,15.0
Bacama Mulyen,12.0,9.5
Luobenzhuo Bai 2,98.9,26.42
Nahuatl Huatlatlauca,-98.03,18.67
Nambikwara,-59.0,-13.0
Kamboa,122.76,-5.17
Kambot,144.13,-4.25
Kemie,100.5,22.0
Musgu R,14.92,10.83
Mohawk,-74.25,43.5
Chacobo,-66.75,-12.17
Ganggalida,138.83,-17.33
Musgu B,14.92,10.83
Yang,101.97,21.38
Yana,-122.0,40.5
Mutsun,-121.5,36.83
Utu,145.54,-5.16
Amaimon,145.39,-5.2
Musgu O,14.92,10.83
Western Cakchiquel Patzun,-91.02,14.68
Ashing,95.04,28.62
Moikodi,148.33,-9.58
Mesqan,38.34,8.1
Maragua,-65.43,-19.05
Ce,8.58,9.83
Kannada,76.0,14.0
Palas Shina,74.0,36.0
Persian,54.0,32.0
Mbaham,132.67,-3.0
Jilim,145.67,-5.58
Maragus,167.27,-16.06
Murik,144.25,-3.83
Nai,141.25,-3.75
Nao,36.33,6.92
Ron Bokkos,8.75,9.0
Tebul Ure,-3.07,14.88
Lushai,92.83,23.17
Mbanza,20.83,3.5
Chontal Tabasco,-92.58,18.17
Kako,14.25,4.33
Kunimaipa,146.83,-8.0
Darrkinyung,150.68,-32.93
Izon,5.67,4.92
Kaluli,142.83,-6.46
Manga,146.67,-7.0
Nukak Maku,-71.46,2.65
Central Quiche Santa Maria Chiquimula,-91.33,15.03
Karankawa,-97.0,28.0
Frisian Western,6.0,53.0
Quichua Cotopaxi Tigua,-78.85,-0.94
Dangaleat,18.33,12.17
Burushaski,74.5,36.5
Ngalakan,134.0,-14.25
Kaingang,-52.0,-26.0
A51 Bafia Tumi Tingon,11.2,5.1
Pame De Jiliapan 1767,-99.33,20.97
Mpondo,27.0,-32.0
Manchu 2,127.5,49.5
Kongo San Salvador 2,15.0,-5.0
Piemontese Lanzo Torinese,7.64,45.3
Mingrelian,42.0,42.5
Siwu,0.44,7.37
Murrinh Patha 1,129.67,-14.67
Gelao Laozhai,105.5,22.92
Tsuvadi,5.4,10.77
Pohnpeian,158.3,6.88
Guigang Central Hongshuihe Zhuang,108.2,22.44
Siwi,25.5,29.17
Yoron,128.43,27.04
Omurano,-75.92,-4.92
Chicomuceltec,-92.25,15.5
Malagasy Plateau Merina Antananarivo,47.52,-18.9
Xhosa 2,27.0,-32.0
A62 Kalonge,11.08,4.43
Tswana 2,26.0,-24.0
Lengua 2,-58.91,-22.66
Pitjantjatjara Yankuntjatjara,132.0,-27.0
Kashibo Bajo Aguaytia,-75.5,-8.5
Bangni Nyishi,93.0,28.0
Proto Southern Hindko,72.0,34.0
Bislama,168.0,-16.0
Tarascan,-101.67,19.5
Central Kenyang,9.5,5.67
Palaic,30.0,40.0
Are,150.0,-9.67
Stolo,-122.5,49.25
Chetilla,-78.67,-7.15
Ari,36.58,6.0
Samosa,145.54,-5.0
Aro,142.58,-3.42
Nyali,30.08,1.92
Southern Mam San Juan Ostuncalco,-91.83,15.42
Boon,45.0,3.0
Nyala,25.25,12.25
Iraqw 2,35.5,-4.0
Hangu Pashto,71.04,33.53
Duwet,146.83,-6.5
Nahali,77.83,19.75
Mengisa,11.4,4.45
Wolio,122.75,-5.5
Akei,166.78,-15.58
Paipai,-115.12,29.72
Bassa,-9.5,6.0
Gyem,9.25,10.42
Burmbar,167.77,-16.37
Quichua Pichancha,-78.44,-0.15
Yelogu,142.83,-4.08
Tscheremissisch Kozmodemjansk,58.0,57.0
Norwegian Bokmaal,8.0,61.0
Ibuoro,7.92,5.5
Andi Muni,46.31,42.68
Dir Gujari,71.87,35.22
Ejagham,8.67,5.42
Tobelo 2,128.5,1.5
Piemontese Barbania,7.64,45.3
Kashubian,18.0,54.0
Big Nambas Unmet,167.25,-16.15
Herde,15.0,9.25
Narak,144.67,-5.58
Jebel Nefusa,11.79,31.86
Bushoong,21.5,-4.5
Temuan,101.8,3.0
Manide,122.83,14.17
Isnag,121.0,18.25
Portuguese,-8.0,39.0
Gumalu,145.63,-5.22
Wadaginam,145.0,-4.5
Malagasy Ambositra,47.25,-20.52
Guato,-58.0,-17.0
Momuna,138.67,-5.0
Katcha,29.67,10.83
Vedda,81.0,7.0
Katawixi,-64.92,-7.25
Proto Cholan,-89.05,15.55
Damal 2,137.0,-4.0
Naki,10.25,6.75
Liouesso Bomitaba,17.5,1.67
Boa Abamake,25.33,3.0
Nake,145.65,-5.07
Shiyeyi,23.5,-20.0
Romanian,25.0,46.0
Avar Zakataly,46.81,41.62
Pachondor Mahali,85.32,23.4
Asurini Xingu,-52.67,-4.25
Khanty,65.0,65.0
Avestan,44.97,33.17
Pallanganmiddang,146.91,-36.08
Worimi,151.63,-31.55
Tibea,11.35,5.28
Jingpho 2,97.0,25.33
Bwisi,12.0,-3.17
Atakapa,-93.5,30.0
Tai Nong Khai,103.0,18.0
Tshwa,34.0,-23.0
C Carrier,-123.5,53.75
Momolili,147.08,-6.58
Achagua,-72.25,4.42
Asilulu,128.0,-3.67
Namakura Mataso,168.58,-17.02
Lokoya,32.0,4.33
Belait,114.33,4.6
Chayahuita,-77.0,-5.5
Tanimuca,-70.67,-0.5
Asadli Khorasani,57.35,37.3
Tanga,153.2,-3.47
Mwera,39.0,-9.0
Late Egyptian,31.25,29.85
Montana Salish,-117.0,48.0
Bierebo Yevali,168.17,-16.62
Teso,33.8,1.83
Komi Zyrian,55.0,65.0
Lengua,-58.91,-22.66
Yucuna,-71.0,-0.75
Gusii,34.83,-0.75
Navaho,-108.0,36.17
Nyaura,143.25,-4.25
Surin,103.25,14.58
Ndunga,21.5,2.25
Proto Trukic,144.36,7.84
Monde,-61.18,-11.67
North Tanna,169.31,-19.32
Zhaba,101.01,30.03
Nyungwe,33.0,-16.5
Mondo,30.0,4.5
C Yupik,-160.0,59.5
Yaminawa,-73.0,-8.0
Nzakara,23.0,5.0
Ikpeng,-53.42,-11.38
Andaqui,-76.0,1.0
Tzotzil Venustiano Carranza,-92.5,16.35
Kako 2,14.25,4.33
Kesukuma,32.0,-2.83
Morawa,148.67,-10.17
Ainu Soya,141.94,45.52
Mararit,21.5,14.08
Dewoin,-10.92,6.58
Jindun Bai,100.17,26.55
Semelai,103.0,3.0
Potawatomi,-85.0,44.5
Central Maewo,168.09,-15.09
Werize,37.25,5.75
Aushi,29.0,-11.0
Silte,38.14,7.77
Bile,11.17,8.92
Kavalan,122.0,24.5
Okanagan Colville,-118.5,49.5
Chatino Western Highland,-97.38,16.25
Valpei Hukua,166.56,-14.89
Koromfe,-0.92,14.25
Kwaraae,160.83,-8.83
Marka,-4.08,13.25
Begbere Ejar,7.67,9.67
Wanukaka,119.42,-9.75
Seychelles Creole,55.5,-4.75
Transhumant Swat Gujari,72.23,34.69
Kildin Saami,37.0,67.0
Herero,19.0,-20.58
Rabai,39.63,-3.98
Iamalele,150.5,-9.5
Nahuatl Chinancahuatl Zacualtipan,-98.58,20.63
Meymai,51.17,33.45
Southern Mao,34.5,8.67
B41 Shira,10.5,-1.75
Proto Indo European 3,35.0,43.0
Demta,140.17,-2.33
Huli,143.0,-5.92
Masaba,34.25,1.33
Balangaw,121.17,17.17
Malagasy Southern Betsimisaraka Antaisaka Vangaindrano,47.6,-23.32
Ogan,105.0,-3.25
Anakalang,119.5,-9.75
Yagua,-72.0,-3.5
Toaripi 2,146.25,-8.33
Gunwinggu Gun Djeihmi,133.75,-12.5
Arop Sissano,142.12,-3.07
Tanete,119.08,-3.08
Subtiaba,-86.88,12.44
Amto,141.33,-4.08
Amanaye,-48.67,-3.75
Kitabwa,29.5,-8.0
Brao,107.5,14.17
Duke,157.0,-8.0
Pallu,119.67,-3.08
Nhaheun 2,106.65,15.35
Duka,5.08,11.17
Karawa,142.0,-3.67
Uneme,6.13,6.97
Tai Western Nung,106.42,21.92
Abar,10.25,6.58
Tboli Tagabili,124.5,6.5
Bidayuh Bau,110.06,1.44
Bats,45.5,42.5
Abau,141.25,-4.0
Toda Taroko,121.42,24.17
Mehri,51.5,17.0
Lamma,124.0,-8.42
Manadonese,124.83,1.5
Avar,46.5,42.5
Ngaju Pulopetak,109.83,1.42
Tonsawang,124.58,1.0
Munjuk,14.92,10.83
Sonde Gisoondi,18.33,-6.25
Dutch,6.0,52.5
Grenadian Creole English,-61.6,12.25
Southern Dong,109.67,26.17
Takuu Mortlock,157.03,-4.75
Pyu,141.0,-4.42
Mon Nong Duu,100.5,14.83
Tolai,152.08,-4.25
Cuica,-70.5,9.0
Formona,22.44,12.17
Nawar Zutt,35.0,32.0
Ura,169.09,-18.63
Curva,-68.99,-15.13
Mbaengguu,160.75,-8.42
Uri,167.43,-16.14
Malagasy Anatankarana Antalaha,50.27,-14.88
Yala,8.62,6.75
Peremka,141.5,-9.0
Jamamadi,-67.0,-7.5
Yulparija,124.0,-21.0
Furu,20.58,4.33
Malyangapa,142.0,-29.43
Mienge,9.5,5.33
Edo,5.83,6.42
Mwenyi,22.62,-15.78
Guarani Antigo,-56.0,-26.0
Campalagian,119.17,-3.42
Proto Hmong,105.0,27.0
Ibibio 1,7.83,5.25
Ibibio 2,7.83,5.25
Nahuatl Xilocuautla Huauchinango,-98.02,20.13
Juhoan,21.0,-19.0
Gagu,-5.5,6.5
Barupu,142.08,-3.08
Turi,85.33,23.35
Sulung,93.25,28.33
Somyev,11.5,6.9
Kami,38.0,-6.75
Cishingini,5.0,10.5
Ahante,-2.0,4.9
Ntomba,18.33,-2.0
Vlax Romani,21.0,45.0
Ngalooma,117.5,-20.83
Sha,8.78,9.23
Oaxaca Chontal,-95.75,16.0
Jabsch,139.17,-7.67
Manam,145.0,-4.0
Shi,28.5,-2.5
Oroko,9.33,4.83
Kasua,143.0,-6.5
Tsez,45.75,42.25
Menya 2,146.0,-7.25
Bru Western Unnamedinsource,104.75,16.75
Ghadames,9.5,30.13
Tabo Waia,143.33,-8.0
Garawa,137.17,-17.08
Kwezo,18.83,-5.0
Ghomala 2,10.33,5.42
Ghomala 1,10.33,5.42
Quechua North Junin Cajas,-75.86,-11.25
Swahili Sud,39.0,-6.5
Banatiski Gurbet Romani,20.18,45.4
Luo,34.75,-0.5
Keo,121.25,-8.83
Ambadairu,136.25,-1.75
Phuti,31.0,-26.5
Bwile,29.0,-7.75
Malmariv,166.9,-15.29
Mattole,-124.17,40.17
Jahai,101.5,5.75
Ket,87.0,64.0
Kashibo Sungaroyacu,-75.5,-8.5
Siamese,101.0,16.0
Nyangatom 2,35.83,4.92
Negidal,139.0,53.0
Tai Wuming,108.0,24.0
Tukudede,125.33,-8.67
Cuiba,-70.0,6.5
Nusa Laut,128.75,-3.67
Kabyle,5.0,36.05
Baki,168.14,-16.71
Waama,1.67,10.58
Quechua Abancay Tintay,-73.19,-13.96
Khakas,90.0,53.0
Marithiel,130.0,-13.83
Cicipu,5.6,11.0
Yay,104.75,22.42
Bali Nigeria,11.3,8.82
Yau,142.0,-3.42
Kabola Aimoli,124.05,-8.17
Yao,111.0,25.0
Ayt Seghrouchen,-4.67,33.33
Sedang,108.0,14.83
Proto Gbaya,20.0,7.0
Kui Indonesia 2,124.55,-8.43
Tlingit,-135.0,59.0
Minangali Lower Tanudan Kalinga,121.25,17.25
Katla,29.33,11.83
Sanio,142.33,-4.5
Senufo Sicite,-5.29,11.18
Wuvulu,142.8,-1.75
Yimas 2,143.55,-4.67
Mehalaan,119.08,-3.08
Woleaian,143.8,7.33
Bekati,109.5,1.33
Bodugukakan,-7.48,10.22
Nimo,141.58,-4.33
Gilyak East Sakhalin,142.0,53.33
Madyan Pashto,72.52,35.16
Legazpi,123.5,13.33
Warao,-61.67,9.33
Tao Suamato,143.0,-7.5
Momi,12.75,9.0
Xide,102.44,28.31
Rarotongan,-158.0,-20.0
Moma,120.0,-1.33
Vincentian Creole,-61.15,13.12
Nama,18.0,-25.5
Zimakani,141.43,-7.43
Aghem Isu,10.0,6.67
Lipan,-105.5,33.33
Daba,13.75,10.17
Gokana,7.33,4.58
Namo,141.67,-9.08
Tamazight Central Atlas Ayt Ndhir,-4.4,33.2
Roinji,146.58,-5.92
Cabecar,-83.42,9.75
Arosi Tawatana,161.33,-10.25
Dusner,134.38,-2.72
Makah,-124.67,48.33
Menominee,-88.33,45.5
Thavung So,103.33,17.42
Malakoni Enggano,102.27,-5.4
Uduk,34.42,8.23
Kakara Buna,144.17,-3.92
Bube,8.67,3.5
Tippera Tongpai,92.07,23.59
Tesu,8.47,9.0
Swahili Pemba,39.52,-5.17
Gata,82.7,18.8
Wa,98.0,23.0
Tandai Ghari,159.75,-9.5
Mor 2,132.67,-2.83
Karelian,32.0,64.0
Sumbwa,32.0,-3.67
Mbula Papua New Guinea,148.08,-5.67
Biloxi,-88.67,30.5
Bierebo Bonkovia,168.16,-16.75
Duruma,39.08,-3.78
Ntomba Inongo,18.33,-2.0
Saaban,115.67,3.67
Geruma,9.88,10.53
Laru Sudan,30.62,11.33
Kolom,146.24,-5.55
Kuwaa,-10.0,7.5
Cholti,-89.0,15.5
Tajio,120.0,-0.17
Yulu,25.25,8.5
Tajik,70.0,38.4
Dhuwal,136.75,-12.67
Jupda,-69.25,0.17
Kiche,-91.42,15.0
Akkin Chechen,46.58,43.25
Nukuoro,154.92,3.83
Waray,131.25,-13.17
Bangandu,15.33,2.33
Aruamu,144.92,-4.42
Musan 2,141.42,-4.0
Khmu,102.0,21.0
Yanda,-3.13,14.62
Ternate Pasar,128.33,-1.0
Gedaged,145.75,-5.17
Machiguenga,-72.67,-12.0
Elat Kei Besar,133.0,-5.67
Liuxiang Bunu,110.07,23.9
Suroi,146.0,-5.5
Navajo,-108.0,36.17
Tetelcingo Nahuatl,-99.0,19.67
Siang,114.75,-0.33
Zenaga,-16.0,17.33
Rotuman,177.07,-12.5
Shuswap,-120.0,52.0
Toura,-7.5,7.9
Singhi,110.17,1.5
Kaningi,13.58,-1.75
Tzeltal Oxchuc,-92.42,16.85
Egene,6.38,5.17
Guwot,146.83,-6.5
Tataba Maringe Cheke Holo,159.67,-8.33
Yipunu,11.33,-2.5
Walman Chinapeli,142.5,-3.22
Tokitin Karata,46.62,43.49
Kusu,25.0,-3.75
Gilgit Gujari,74.26,35.92
Chuvash,47.5,55.5
Texmelucan Zapotec,-97.17,16.5
Matses,-73.25,-5.42
Oluta Popoluca,-95.0,17.95
Amari,146.2,-6.3
Dazhai Hani,102.92,27.23
Cahuarano,-73.5,-3.75
Tilquiapan Zapotec,-96.58,16.78
Western Mono,-119.0,38.0
Hunde,28.83,-1.17
Huitoto Minica 2,-74.0,-0.33
Kano,7.0,12.0
Yemen Sanaani Arabic,44.0,16.0
Ciwogai,9.92,10.92
Angolar,6.5,0.25
Tengger Ngadas,112.5,-7.92
Buriat Russia,106.0,51.0
Fongbe,2.17,6.42
Mfumte,11.0,6.67
Biafada,-15.17,11.42
Proto Southern Mindanao,126.0,7.5
Lemo Bajau,123.0,-4.33
Proto Mazatec,-96.87,17.7
Pauserna,-63.19,-12.86
Old Church Slavonic,22.95,40.63
Talapao,127.58,0.5
Asurini,-49.5,-3.5
Akpafu,0.42,7.25
Wu Ming,108.0,22.6
Nkore Kiga,29.83,-0.92
Tupuri,14.75,10.17
Walapai,-113.75,35.5
Laru Nigeria,4.42,10.58
Notre,1.33,10.67
Bannu Pashto,70.6,32.98
Plang,100.13,21.57
Bu Cameroon,10.08,6.22
Nahuatl Coyotepec,-99.2,19.77
Apaniekra,-45.0,-7.0
Anor,144.83,-5.0
Pendau,120.0,0.17
Baetora Tam,168.16,-15.19
Ik 2,34.17,3.75
Ciuli Atayal,121.33,24.5
Ngunawal,148.77,-36.25
Maxineri,-70.25,-10.67
Siuslaw,-124.0,44.0
Kwomtari,141.5,-3.5
Sonsorolese,132.33,5.3
Lampang Thai,99.5,18.3
Malagasy Southern Betsimisaraka Zafisiro Farafangana,47.82,-22.8
Lauje,120.0,-0.5
Tonsea,125.08,1.5
Bisorio 2,143.08,-4.75
Yengoru,143.5,-3.5
Eleme 2,7.25,4.75
Aneityum 2,169.8,-20.2
Inari Saami,28.0,69.0
Dolenjski Romani,16.5,47.5
Po Ai,104.75,22.42
Proto Cariban,-60.5,-0.5
Kirikiri Faia,137.17,-3.0
Yaka 2,17.5,-7.0
G65 Kinga,34.3,-9.5
Minigir,152.0,-4.25
Tagoi,31.08,11.62
L51 Salampasu,22.5,-7.5
Rainbarngo,134.58,-12.83
Bossela Bomitaba,17.5,1.67
Maibi,144.17,-5.33
Nek,146.67,-6.67
Northern Sorsogon,124.0,12.92
Southern Koma,33.75,8.5
Nea,165.87,-10.78
Sheyh Teymur Khorasani,57.18,37.65
Katbol,167.57,-16.22
Brahui,67.0,28.5
Faroese,-7.0,62.0
Geez,38.72,14.12
Yoti,12.97,9.0
Ibanag,121.67,17.5
Gogo,36.0,-6.0
Wejewa,119.33,-9.58
Mer,134.75,-3.5
Yaben,145.43,-4.85
Yabem,147.78,-6.58
Naga Zeme,93.5,25.17
Gahuku,145.42,-6.0
Oirata,127.2,-8.08
Nakara,134.33,-12.08
A Tong,93.0,26.0
Ekpeye,6.67,5.0
Mixteco De Yosondua,-97.58,16.92
Kaian,144.75,-4.08
Lunda 2,24.0,-10.67
Lunda 1,24.0,-10.67
Foqaha,16.35,27.83
Minaveha,150.47,-9.6
Qanjobal Santa Eulalia,-91.83,15.83
Kuroshima Yaeyama,124.01,24.24
Achuar,-76.0,-3.0
Hangala,15.0,-4.0
Zabana,158.58,-7.58
B44 Lumbu Yi Banda,10.58,-3.0
Guaymi,-82.0,8.67
Wongo 1,20.5,-5.75
Wongo 2,20.5,-5.75
Waimaa,126.33,-8.5
Nese,167.18,-15.9
Diriku,21.67,-18.33
Izena Kunigami,127.94,26.93
Dongotono,33.25,4.67
Ngaju Oloh Mangtangai,113.0,-0.83
Nahuatl Buenos Aires Alamo,-97.67,20.92
Mboshi,15.58,-1.33
Udmurt,52.5,57.5
J24 Kerebe,33.58,-2.0
Naga Maram,94.75,26.1
Larteh,-0.08,6.0
Mbumbuu,18.0,-3.0
Amara,148.5,-5.67
Macedonian,21.75,41.67
Nchumuru,0.25,7.75
Tirma,35.25,5.75
Waffa,146.08,-6.67
Maidu Konkau,-121.5,39.5
Mamara Senoufo,-5.5,12.5
Hanis Coos,-124.17,43.5
Twana,-122.75,47.67
Mende,-11.5,7.83
Lobala Liloka,18.25,2.0
