classification_ethnologue,classification_glottolog,classification_wals,code_glottolog,code_iso,code_wals,description,ethnologue_family,glottolog_family,id,jsondata,latitude,long_extinct,longitude,markup_description,name,number_of_speakers,pk,recently_extinct,txt,wals_family,wals_genus,wordlist_pk,year_of_extinction
"Indo-European,Balto-Slavic,Baltic,Western","Indo-European,Balto-Slavic",IE.BALTIC,prus1238,prg,,,Indo-European,Indo-European,OLD_PRUSSIAN,{},55.0,True,21.0,,Old Prussian,0,2170,False,"OLD_PRUSSIAN{IE.BALTIC|Indo-European,Balto-Slavic,Baltic,Western|@Indo-European,Balto-Slavic}
 1   55.00   21.00          -2         prg
1 I	as, Es //
2 you	tou //
3 we	mes //
11 one	ains //
12 two	dvai //
18 person	smunEnts, smonEnavis //
19 fish	suckans, suckis //
21 dog	sunis //
22 louse	 //
23 tree	garian //
25 leaf	 //
28 skin	kEuto //
30 blood	kravia //
31 bone	kaulan //
34 horn	ragis //
39 ear	ausins //
40 eye	ackis //
41 nose	noz3 //
43 tooth	dantis //
44 tongue	insuvis //
47 knee	klupstis //
48 hand	rankan, raNkan //
51 breast	kraclan //
53 liver	agno, yagno //
54 drink	pout, puton //
57 see	vidai //
58 hear	kirdEiti //
61 die	aulaut //
66 come	pErEit //
72 sun	saulE //
74 star	launos //
75 water	unds, vundan //
77 stone	stabis //
82 fire	pano //
85 path	pintis //
86 mountain	grabis //
92 night	nacktien //
95 full	pilnan //
96 new	navans //
100 name	EmEns //",,baltic,2170,
"Indo-European,Germanic,West","Indo-European,Germanic,NorthwestGermanic,WestGermanic,NorthSeaGermanic,Alts\""achsisch",IE.GERMANIC,olds1250,osx,,,Indo-European,Indo-European,OLD_SAXON,{},52.37,True,9.72,,Old Saxon,0,2207,False,"OLD_SAXON{IE.GERMANIC|Indo-European,Germanic,West|@Indo-European,Germanic,NorthwestGermanic,WestGermanic,NorthSeaGermanic,Alts\""achsisch}
 1   52.37    9.72          -2         osx
1 I	ik //
2 you	8u //
3 we	vi //
11 one	en //
12 two	tven3 //
18 person	man, gumo //
19 fish	fisk //
21 dog	hunt //
22 louse	lus //
23 tree	bom //
25 leaf	blat //
28 skin	hud //
30 blood	blot //
31 bone	ben //
34 horn	horn //
39 ear	ora //
40 eye	oga //
41 nose	nasa //
43 tooth	tant //
44 tongue	tuNa //
47 knee	knio //
48 hand	hant //
51 breast	briost //
53 liver	 //
54 drink	driNkan //
57 see	giseha, seha //
58 hear	gihoria, horia //
61 die	svElta, doia //
66 come	kuma //
72 sun	suna //
74 star	stEro //
75 water	vatar //
77 stone	sten //
82 fire	fiur //
85 path	vEg, si8 //
86 mountain	bErg //
92 night	nat //
95 full	ful //
96 new	niuvi //
100 name	namo //",,germanic,2207,
"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Eastern,Oriya","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanEasternzone,Oriya-Gauda-Kamrupa,Macro-Oriya",IE.INDIC,oriy1255,ory,oya,,Indo-European,Indo-European,ORIYA,{},21.0,False,85.0,,Oriya,32137870,2328,False,"ORIYA{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Eastern,Oriya|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanEasternzone,Oriya-Gauda-Kamrupa,Macro-Oriya}
 1   21.00   85.00    32137870   oya   ory
1 I	m5u //
2 you	tu //
3 we	ame //
11 one	eko, eke, ko //
12 two	dui, di, duh5e //
18 person	loko //
19 fish	maTh~o //
21 dog	kukuro //
22 louse	 //
23 tree	goth~o //
25 leaf	potro //
28 skin	Tomoda //
30 blood	rokto //
31 bone	haro //
34 horn	singo //
39 ear	kano //
40 eye	akh~i //
41 nose	nako //
43 tooth	danto //
44 tongue	Tibh~o //
47 knee	anth~u //
48 hand	hato //
51 breast	Th~ati //
53 liver	koliTa //
54 drink	pi //
57 see	dekh~ //
58 hear	sun //
61 die	mor //
66 come	as //
72 sun	surTyo //
74 star	tora, tara //
75 water	pani //
77 stone	poth~oro //
82 fire	n5i5a //
85 path	rasta //
86 mountain	porboto //
92 night	rati //
95 full	pureneno, bh~ortti // //
96 new	nua //
100 name	namo //",,indic,2328,
"Indo-European,Indo-Iranian,Iranian,Western,Northwestern,Ormuri-Parachi","Indo-European,Indo-Iranian,Iranian,EasternIranian,SoutheasternIranian,Ormuri-Parachi",IE.IRANIAN,ormu1247,oru,orm,,Indo-European,Indo-European,ORMURI,{},32.5,False,69.75,,Ormuri,6050,2432,False,"ORMURI{IE.IRANIAN|Indo-European,Indo-Iranian,Iranian,Western,Northwestern,Ormuri-Parachi|@Indo-European,Indo-Iranian,Iranian,EasternIranian,SoutheasternIranian,Ormuri-Parachi}
 1   32.50   69.75        6050   orm   oru
1 I	az //
2 you	tu //
3 we	max //
11 one	s3 //
12 two	dio //
18 person	s3r3i //
19 fish	mayi //
21 dog	sp3k //
22 louse	 //
23 tree	won3 //
25 leaf	pox3i //
28 skin	c3rmun, Camr3 //
30 blood	sun //
31 bone	h3dh~ //
34 horn	Suk3re //
39 ear	goi //
40 eye	com, c3Ne //
41 nose	nene //
43 tooth	g3s //
44 tongue	z3ban //
47 knee	 //
48 hand	bizEr //
51 breast	sina //
53 liver	 //
54 drink	tot //
57 see	diekh~ //
58 hear	amary~e //
61 die	mul3 //
66 come	r3zo //
72 sun	mier //
74 star	stor3k, stor3i //
75 water	w3kh~ //
77 stone	g3p //
82 fire	r3w3* //
85 path	rai //
86 mountain	 //
92 night	Siyo //
95 full	 //
96 new	niu //
100 name	nam //",,iranian,2432,
"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Pahari,WesternPahari","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthernzone,Himachali,NuclearHimachali",IE.INDIC,maha1287,bfz,,,Indo-European,Indo-European,PAHARI_MAHASU,{},31.1,False,77.17,,Pahari Mahasu,1000000,2330,False,"PAHARI_MAHASU{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Pahari,WesternPahari|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthernzone,Himachali,NuclearHimachali}
 1   31.10   77.17     1000000         bfz
1 I	au //
2 you	tu //
3 we	hame //
11 one	ek //
12 two	do //
18 person	 //
19 fish	maCli //
21 dog	kuta //
22 louse	 //
23 tree	dal //
25 leaf	 //
28 skin	 //
30 blood	 //
31 bone	 //
34 horn	 //
39 ear	kan //
40 eye	akhi //
41 nose	nak //
43 tooth	dand //
44 tongue	jibh //
47 knee	 //
48 hand	hath //
51 breast	 //
53 liver	 //
54 drink	pina //
57 see	dekhna //
58 hear	suna //
61 die	marna //
66 come	auna //
72 sun	suraj //
74 star	tara //
75 water	pani //
77 stone	 //
82 fire	 //
85 path	bat //
86 mountain	tiba // hill
92 night	rat //
95 full	 //
96 new	 //
100 name	 //",,indic,2330,
"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Panjabi,WesternPanjabi","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Sindhi-Lahnda,Lahnda",IE.INDIC,paha1251,phr,,,Indo-European,Indo-European,PAHARI_POTWARI,{},33.9,False,73.39,,Pahari Potwari,3541900,2329,False,"PAHARI_POTWARI{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Panjabi,WesternPanjabi|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Sindhi-Lahnda,Lahnda}
 1   33.90   73.39     3541900         phr
1 I	me //
2 you	tu //
3 we	as //
11 one	hek //
12 two	do //
18 person	 //
19 fish	 //
21 dog	kuta //
22 louse	 //
23 tree	 //
25 leaf	 //
28 skin	 //
30 blood	 //
31 bone	 //
34 horn	 //
39 ear	kan //
40 eye	akh //
41 nose	nak //
43 tooth	dand //
44 tongue	jiw //
47 knee	 //
48 hand	hath //
51 breast	 //
53 liver	 //
54 drink	 //
57 see	 //
58 hear	 //
61 die	marna //
66 come	aCna //
72 sun	deh //
74 star	tara //
75 water	pani //
77 stone	 //
82 fire	ag //
85 path	 //
86 mountain	 //
92 night	 //
95 full	 //
96 new	 //
100 name	 //",,indic,2329,
"Hmong-Mien,Hmongic,Pa-hng","Hmong-Mien,Hmongic,Paheng",HM.HMONG-MIEN,pahn1237,pha,,,Hmong-Mien,Hmong-Mien,PA-HNG,{},25.5,False,109.4,,Pa-hng,33610,3188,False,"PA-HNG{HM.HMONG-MIEN|Hmong-Mien,Hmongic,Pa-hng|@Hmong-Mien,Hmongic,Paheng}
 1   25.50  109.40       33610         pha
1 I	vh~o* //
2 you	mh~3 //
3 we	p3 //
11 one	yh~3 //
12 two	va //
18 person	mhy$E //
19 fish	mpy$o //
21 dog	ly~o* //
22 louse	no* //
23 tree	py~a //
25 leaf	mphy$o, mph$yo //
28 skin	ly~3 //
30 blood	5C~e //
31 bone	so* //
34 horn	qo* //
39 ear	mphy$o, mph$yo //
40 eye	 //
41 nose	mphy$o, mph$yo //
43 tooth	mi //
44 tongue	mph$i //
47 knee	Ch~i //
48 hand	ph~3 //
51 breast	me //
53 liver	hi* //
54 drink	ho //
57 see	yh~o*, ph~a //
58 hear	ma, no //
61 die	th~e //
66 come	th~ //
72 sun	ne //
74 star	qo* //
75 water	o* //
77 stone	yo //
82 fire	th~o //
85 path	qo //
86 mountain	yo* //
92 night	mh~a //
95 full	po* //
96 new	se* //
100 name	mp~o //",,hmongmien,3188,
"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Panjabi,WesternPanjabi","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Sindhi-Lahnda,Lahnda,Hindko",IE.INDIC,sout2668,hnd,,,Indo-European,Indo-European,PAKHA_GOLAM_HINDKO,{},34.04,False,71.61,,Pakha Golam Hindko,625000,2331,False,"PAKHA_GOLAM_HINDKO{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Panjabi,WesternPanjabi|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Sindhi-Lahnda,Lahnda,Hindko}
 1   34.04   71.61      625000         hnd
1 I	me* //
2 you	tu* //
3 we	3si //
11 one	ek //
12 two	do //
18 person	b3nd3, j3n3 //
19 fish	m3Ci //
21 dog	kut3 //
22 louse	 //
23 tree	but3 //
25 leaf	p3tor //
28 skin	C3mr3 //
30 blood	lou //
31 bone	3di //
34 horn	siNg //
39 ear	k3n //
40 eye	3kh~ //
41 nose	n3k //
43 tooth	d3nd //
44 tongue	jib //
47 knee	 //
48 hand	hath~ //
51 breast	sin3 //
53 liver	 //
54 drink	pi //
57 see	wekh~, t3k //
58 hear	son //
61 die	m3r //
66 come	a, aja //
72 sun	deo* //
74 star	tara //
75 water	pani //
77 stone	p3th~or //
82 fire	3g //
85 path	ra //
86 mountain	 //
92 night	rat //
95 full	 //
96 new	n3*wi*, n3*w3* //
100 name	na* //",,indic,2331,
"Indo-European,Anatolian","Indo-European,Anatolian,UnclassifiedAnatolian",IE.ANATOLIAN,pala1331,plq,,,Indo-European,Indo-European,PALAIC,{},40.0,True,30.0,,Palaic,0,2164,False,"PALAIC{IE.ANATOLIAN|Indo-European,Anatolian|@Indo-European,Anatolian,UnclassifiedAnatolian}
 1   40.00   30.00          -2         plq
1 I	 //
2 you	ti //
3 we	 //
11 one	 //
12 two	 //
18 person	 //
19 fish	 //
21 dog	 //
22 louse	 //
23 tree	 //
25 leaf	 //
28 skin	 //
30 blood	eSxur //
31 bone	 //
34 horn	Sawidar //
39 ear	 //
40 eye	tauwaya //
41 nose	 //
43 tooth	 //
44 tongue	lalan //
47 knee	ginukat //
48 hand	 //
51 breast	 //
53 liver	banukat //
54 drink	axu //
57 see	 //
58 hear	 //
61 die	 //
66 come	ei //
72 sun	tiyaz //
74 star	 //
75 water	watar //
77 stone	 //
82 fire	 //
85 path	 //
86 mountain	 //
92 night	 //
95 full	Suwaru //
96 new	 //
100 name	 //",,,2164,
"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Shina","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Shinaic",IE.INDIC,shin1264,scl,sna,,Indo-European,Indo-European,PALAS_SHINA,{},36.0,False,74.0,,Palas Shina,562400,2332,False,"PALAS_SHINA{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Shina|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Shinaic}
 1   36.00   74.00      562400   sna   scl
1 I	%mo // loan from Urdu
2 you	%tu // loan from Urdu
3 we	bEh //
11 one	%Ek // loan from Urdu
12 two	%du // loan from Urdu
18 person	 //
19 fish	Cubo, Cibu //
21 dog	Su* //
22 louse	 //
23 tree	tom, muth~o //
25 leaf	poth~o //
28 skin	Com //
30 blood	 //
31 bone	o*ti //
34 horn	%SigE, %Sigu // loan from Urdu
39 ear	kon //
40 eye	oCi //
41 nose	noth~u //
43 tooth	don //
44 tongue	jip, Zip //
47 knee	 //
48 hand	 //
51 breast	CiC, hiu //
53 liver	 //
54 drink	 //
57 see	 //
58 hear	 //
61 die	 //
66 come	 //
72 sun	%suri // loan from Urdu
74 star	%toro // probably loan from Urdu
75 water	wei //
77 stone	both~ //
82 fire	hogor //
85 path	pon //
86 mountain	 //
92 night	%roti // loan from Urdu
95 full	 //
96 new	%no* // loan from Urdu or Pashto
100 name	%num // loan from Urdu",,indic,2332,
"Indo-European,Indo-Iranian,Indo-Aryan,Unclassified_pli","Indo-European,Indo-Iranian,Indo-Aryan,Bihari",IE.INDIC,pali1273,pli,,,Indo-European,Indo-European,PALI,{},22.57,True,88.37,,Pali,0,2333,False,"PALI{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,Unclassified_pli|@Indo-European,Indo-Iranian,Indo-Aryan,Bihari}
 1   22.57   88.37          -2         pli
1 I	ahaN, amha //
2 you	tumhe //
3 we	mayaN, amhe //
11 one	eka //
12 two	dvi //
18 person	pugala, jana //
19 fish	maCh~a //
21 dog	sunakh~a, suvana //
22 louse	uka //
23 tree	rukh~a, padapa //
25 leaf	pata, pana //
28 skin	taCa, Cama //
30 blood	rudh~ira, lohita //
31 bone	ath~i, kantaka //
34 horn	siNga, visana //
39 ear	sota, kana //
40 eye	akh~i //
41 nose	nasa, nasika //
43 tooth	danta, radana //
44 tongue	jivh~a //
47 knee	janu //
48 hand	hath~a, bh~uja //
51 breast	th~ana, kuCa //
53 liver	yakana //
54 drink	pivati, pati //
57 see	pasati, pekh~ati //
58 hear	sunati, nisameti //
61 die	marati, Cavati //
66 come	agach~ati, ayati //
72 sun	suriya //
74 star	tara //
75 water	jala, udaka //
77 stone	sila, pasana //
82 fire	agi //
85 path	path~a, adh~a //
86 mountain	pabata, giri //
92 night	nisa, rajani //
95 full	puna //
96 new	nava //
100 name	nama //",,indic,2333,
"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Pahari,WesternPahari","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthernzone,Himachali,Kangric-Chamealic-Bhattiyali,Chamealic",IE.INDIC,pang1282,pgg,,,Indo-European,Indo-European,PANGWALI,{},32.55,False,76.12,,Pangwali,17000,2334,False,"PANGWALI{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Pahari,WesternPahari|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthernzone,Himachali,Kangric-Chamealic-Bhattiyali,Chamealic}
 1   32.55   76.12       17000         pgg
1 I	au //
2 you	tu //
3 we	as //
11 one	yak //
12 two	dui //
18 person	 //
19 fish	maCi //
21 dog	kutar //
22 louse	 //
23 tree	 //
25 leaf	 //
28 skin	 //
30 blood	 //
31 bone	 //
34 horn	 //
39 ear	kan //
40 eye	tir //
41 nose	nakh //
43 tooth	dand //
44 tongue	jibh //
47 knee	 //
48 hand	hath //
51 breast	 //
53 liver	 //
54 drink	pina //
57 see	henu //
58 hear	sunu //
61 die	marnu //
66 come	ina //
72 sun	des //
74 star	tara //
75 water	pani //
77 stone	 //
82 fire	 //
85 path	 //
86 mountain	joth, coth // hill
92 night	rat //
95 full	 //
96 new	 //
100 name	 //",,indic,2334,
"Indo-European,Indo-Iranian,Iranian,Western,Northwestern,Ormuri-Parachi","Indo-European,Indo-Iranian,Iranian,EasternIranian,SoutheasternIranian,Ormuri-Parachi",IE.IRANIAN,para1299,prc,,,Indo-European,Indo-European,PARACHI,{},35.05,False,69.61,,Parachi,3500,2433,False,"PARACHI{IE.IRANIAN|Indo-European,Indo-Iranian,Iranian,Western,Northwestern,Ormuri-Parachi|@Indo-European,Indo-Iranian,Iranian,EasternIranian,SoutheasternIranian,Ormuri-Parachi}
 1   35.05   69.61        3500         prc
1 I	on //
2 you	to, tu //
3 we	mo //
11 one	Zu //
12 two	di, do //
18 person	monES //
19 fish	mohi, mX~aso //
21 dog	 //
22 louse	 //
23 tree	bX~in //
25 leaf	pon //
28 skin	pust //
30 blood	hin //
31 bone	hadX~, ostoXon //
34 horn	 //
39 ear	guS, goS //
40 eye	teC, dida //
41 nose	neStX~ //
43 tooth	danon //
44 tongue	bon, zabon //
47 knee	zonu //
48 hand	dost //
51 breast	sino, siz //
53 liver	jEgar //
54 drink	th~arX~, th~Er //
57 see	boC, dorX~ //
58 hear	harw~ //
61 die	morX~, mer //
66 come	 //
72 sun	ruC, rX~uC //
74 star	EsteC, sEtora //
75 water	ow, aw //
77 stone	gEr //
82 fire	orX~, rX~ine //
85 path	panon, roh //
86 mountain	dX~or, koh //
92 night	wEor, Xawon //
95 full	por, tX~arX~ //
96 new	no, now //
100 name	nom //",,iranian,2433,
"Indo-European,Indo-Iranian,Iranian,Eastern,Southeastern,Pashto","Indo-European,Indo-Iranian,Iranian,EasternIranian,SoutheasternIranian,Pashto,NuclearPashto",IE.IRANIAN,nort2646,pbu,,,Indo-European,Indo-European,PARACHINAR_PASHTO,{},33.9,False,70.1,,Parachinar Pashto,21038000,2434,False,"PARACHINAR_PASHTO{IE.IRANIAN|Indo-European,Indo-Iranian,Iranian,Eastern,Southeastern,Pashto|@Indo-European,Indo-Iranian,Iranian,EasternIranian,SoutheasternIranian,Pashto,NuclearPashto}
 1   33.90   70.10    21038000         pbu
1 I	z3 //
2 you	t3 //
3 we	mu* //
11 one	yo //
12 two	dw~a //
18 person	s3rai //
19 fish	muSe //
21 dog	spai //
22 louse	 //
23 tree	w3n3 //
25 leaf	p3x3, ponie //
28 skin	post3ke //
30 blood	win3 //
31 bone	aduke //
34 horn	xkar //
39 ear	xw~3g //
40 eye	st3rg3 //
41 nose	poz3 //
43 tooth	xox //
44 tongue	Z3b3 //
47 knee	 //
48 hand	los //
51 breast	sina //
53 liver	 //
54 drink	Cik3 //
57 see	lido //
58 hear	wrido //
61 die	m3r //
66 come	rox //
72 sun	mer3 st3rg3 //
74 star	store //
75 water	ob3 //
77 stone	tig3 //
82 fire	our //
85 path	liar3 //
86 mountain	 //
92 night	Spa //
95 full	 //
96 new	n3we //
100 name	nama //",,iranian,2434,
"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Chitral","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Chitral",IE.INDIC,khow1242,khw,khw,,Indo-European,Indo-European,PARGAM_NISAR_KHOWAR,{},36.28,False,72.52,,Pargam Nisar Khowar,289200,2335,False,"PARGAM_NISAR_KHOWAR{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Chitral|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Chitral}
 1   36.28   72.52      289200   khw   khw
1 I	awa //
2 you	tu //
3 we	spa //
11 one	i //
12 two	ju //
18 person	moS //
19 fish	m3ci //
21 dog	reni //
22 louse	 //
23 tree	kan //
25 leaf	Ch~an //
28 skin	post //
30 blood	lei //
31 bone	%kol // loan from Greek?
34 horn	 //
39 ear	kar //
40 eye	xiC //
41 nose	n3skar //
43 tooth	don //
44 tongue	ligini //
47 knee	 //
48 hand	bazu //
51 breast	pap //
53 liver	 //
54 drink	pi //
57 see	 //
58 hear	kara //
61 die	obri //
66 come	gi //
72 sun	yor //
74 star	istari //
75 water	ux //
77 stone	boSt //
82 fire	angar //
85 path	pon //
86 mountain	 //
92 night	Cui //
95 full	 //
96 new	nox //
100 name	nam //",,indic,2335,
"Torricelli,Marienberg","Nuclear_Torricelli,Marienberg,Elepi-Kamasau-Marienberg",Tor.MARIENBERG,kama1367,kms,kmz,,Torricelli,Nuclear_Torricelli,PARUWA,{},-3.83,False,143.83,,Paruwa,960,5204,False,"PARUWA{Tor.MARIENBERG|Torricelli,Marienberg|@Nuclear_Torricelli,Marienberg,Elepi-Kamasau-Marienberg}
 1   -3.83  143.83         960   kmz   kms
1 I	 //
2 you	 //
3 we	 //
11 one	ri, mremi //
12 two	 //
18 person	 //
19 fish	 //
21 dog	5ombwi //
22 louse	pinji //
23 tree	5imer //
25 leaf	mane //
28 skin	Cangwo //
30 blood	yab3 //
31 bone	Nape //
34 horn	 //
39 ear	aNgo //
40 eye	ra7 //
41 nose	k3mo //
43 tooth	hawo //
44 tongue	Nari //
47 knee	 //
48 hand	hiNap3 //
51 breast	m35 //
53 liver	 //
54 drink	 //
57 see	noand // = ""he sees me""
58 hear	 //
61 die	 //
66 come	mandi // = ""they come""
72 sun	Neni //
74 star	 //
75 water	wiye //
77 stone	wa //
82 fire	waha //
85 path	myeriNk //
86 mountain	 //
92 night	 //
95 full	 //
96 new	 //
100 name	 //",,marienberg,5204,
"Indo-European,Indo-Iranian,Iranian,Eastern,Southeastern,Pashto","Indo-European,Indo-Iranian,Iranian,EasternIranian,SoutheasternIranian,Pashto,NuclearPashto",IE.IRANIAN,sout2649,pbt,,,Indo-European,Indo-European,PASHIN_KAKARI_PASHTO,{},30.42,False,68.83,,Pashin Kakari Pashto,10733300,2435,False,"PASHIN_KAKARI_PASHTO{IE.IRANIAN|Indo-European,Indo-Iranian,Iranian,Eastern,Southeastern,Pashto|@Indo-European,Indo-Iranian,Iranian,EasternIranian,SoutheasternIranian,Pashto,NuclearPashto}
 1   30.42   68.83    10733300         pbt
1 I	z3 //
2 you	t3 //
3 we	muZ //
11 one	y3o //
12 two	dw~3 //
18 person	s3r3i //
19 fish	mayei //
21 dog	sp3i //
22 louse	 //
23 tree	dr3t3 //
25 leaf	pang3 //
28 skin	post //
30 blood	win3 //
31 bone	aduk3i, 3d //
34 horn	Sk3r //
39 ear	xw~3Z //
40 eye	st3rg3 //
41 nose	p3z3 //
43 tooth	xaS //
44 tongue	z3b3 //
47 knee	 //
48 hand	l3C, las //
51 breast	zig3r //
53 liver	 //
54 drink	CSe //
57 see	lidE //
58 hear	rw~ed3 //
61 die	m3r //
66 come	ra //
72 sun	nm3r, lm3r //
74 star	store //
75 water	w3b3 //
77 stone	d3b3r3, tiZ3 //
82 fire	our //
85 path	liar //
86 mountain	 //
92 night	Spa //
95 full	 //
96 new	n3we //
100 name	num //",,iranian,2435,
"Indo-European,Indo-Iranian,Iranian,Western,Southwestern,Persian","Indo-European,Indo-Iranian,Iranian,WesternIranian,SouthwesternIranian,Farsic-CaucasianTat,Farsic",IE.IRANIAN,west2369,pes,prs,,Indo-European,Indo-European,PERSIAN,{},32.0,False,54.0,,Persian,51614320,2436,False,"PERSIAN{IE.IRANIAN|Indo-European,Indo-Iranian,Iranian,Western,Southwestern,Persian|@Indo-European,Indo-Iranian,Iranian,WesternIranian,SouthwesternIranian,Farsic-CaucasianTat,Farsic}
 1   32.00   54.00    51614320   prs   pes
1 I	man //
2 you	to //
3 we	m3 //
4 this	in //
5 that	n3 //
6 who	ki //
7 what	Ci //
8 not	na //
9 all	hame //
10 many	xeyli //
11 one	yek //
12 two	do //
13 big	bozorg //
14 long	der3z //
15 small	kuCik //
16 woman	zan //
17 man	mard //
18 person	%ens3n // loan from Arabic
19 fish	m3hi //
20 bird	parande //
21 dog	sag //
22 louse	SepeS //
23 tree	deraxt //
24 seed	toxm //
25 leaf	barg //
26 root	riSe //
27 bark	pust //
28 skin	pust //
29 flesh	guSt //
30 blood	xun //
31 bone	ostoxun //
32 grease	roGan //
33 egg	toxm //
34 horn	S3x //
35 tail	dom //
36 feather	par //
37 hair	mu //
38 head	sar //
39 ear	guS //
40 eye	CeSm //
41 nose	dam3G //
42 mouth	dahan //
43 tooth	dand3n //
44 tongue	zab3n //
45 claw	panje //
46 foot	p3 //
47 knee	z3nu //
48 hand	dast //
49 belly	Sekam //
50 neck	gardan //
51 breast	pestun //
52 heart	Galb //
53 liver	jegar //
54 drink	xord //
55 eat	xord //
56 bite	gazid //
57 see	did //
58 hear	Senid //
59 know	dunest //
60 sleep	x3bid //
61 die	mord //
62 kill	koSt //
63 swim	Sen3 kard //
64 fly	parv3z kard //
65 walk	r3h raft //
66 come	3mad //
67 lie	der3z keSid //
68 sit	neSast //
69 stand	ist3d //
70 give	d3d //
71 say	goft //
72 sun	xorSid //
73 moon	m3h //
74 star	setare //
75 water	3b //
76 rain	b3run //
77 stone	sang //
78 sand	Sen //
79 earth	zamin //
80 cloud	abr //
81 smoke	dud //
82 fire	3teS //
83 ash	x3kestar //
84 burn	suxt //
85 path	rah //
86 mountain	kuh //
87 red	Germez //
88 green	sabz //
89 yellow	zard //
90 white	sefid //
91 black	si3h //
92 night	Sab //
93 hot	garm //
94 cold	sard //
95 full	por //
96 new	t3zeh //
97 good	xub //
98 round	gerd //
99 dry	xoSk //
100 name	esm //",,iranian,2436,
"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Panjabi,WesternPanjabi","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Sindhi-Lahnda,Lahnda,Hindko",IE.INDIC,sout2668,hnd,,,Indo-European,Indo-European,PESHAWAR_CITY_HINDKO,{},34.0,False,71.55,,Peshawar City Hindko,625000,2336,False,"PESHAWAR_CITY_HINDKO{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Panjabi,WesternPanjabi|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Sindhi-Lahnda,Lahnda,Hindko}
 1   34.00   71.55      625000         hnd
1 I	me* //
2 you	tu //
3 we	3si //
11 one	ekh~, ik3 //
12 two	do //
18 person	%admi // Arabic loanword
19 fish	m3 //
21 dog	kuth~a //
22 louse	 //
23 tree	d3r3t //
25 leaf	p3th~3 //
28 skin	C3m3ra //
30 blood	%xun // Persian loan
31 bone	h3di //
34 horn	siN, siNgh~ //
39 ear	k3n //
40 eye	ekh~ //
41 nose	n3kh~ //
43 tooth	d3nth~ //
44 tongue	zuban //
47 knee	 //
48 hand	ba* //
51 breast	mome* //
53 liver	 //
54 drink	pi //
57 see	dh~Ekh~ //
58 hear	sun //
61 die	mar //
66 come	a //
72 sun	sur3C //
74 star	tara //
75 water	pani //
77 stone	wata, p3th~3r //
82 fire	ag //
85 path	r3sta //
86 mountain	 //
92 night	rath~ //
95 full	 //
96 new	n3wa //
100 name	nam //",,indic,2336,
